word	freq	segmented	gloss
sumaimang	2	sum-aimang	money-?
citciat	2	ci-tciat	say-?
thuthu	2	thu-thu	word-?
mothakte	2	mothak-te	?-PL
tutu	2	tut-u	sleep-?
atsa	2	a-tsa	3SG-?
tuikhu	2	tui-khu	water-?
maizumlawh	2	mai-zumlawh	face-?
thuhkikna	2	thu-hkik-na	word-?-NMLZ
khutlumin	2	khut-lumin	hand-?
vekun	2	ve-kun	do-?
keugawp	2	keu-gawp	dig-?
sazuk	2	sa-zuk	flesh-?
buaksuk	2	buak-suk	fight-?
zuaute	2	zuau-te	?-PL
mutmang	2	mu-tmang	see.I-?
hamsiatnate	2	hamsiatna-te	?-PL
ngabeng	2	nga-beng	endure-?
tawnnate	2	tawnna-te	?-PL
mulkim	2	mu-lkim	see.I-?
ngetnate	2	ngetna-te	?-PL
tonpihte	2	to-npih-te	sit-?-PL
kolbulhna	2	kolbulh-na	?-NMLZ
ipipna	2	i-pip-na	1PL.INCL-?-NMLZ
diktanna	2	dik-tan-na	straight-?-NMLZ
zahkonate	2	zah-kona-te	fear-?-PL
khawmte	2	kha-wm-te	spirit-?-PL
nusiatlai	2	nusia-tlai	abandon-?
thupisim	2	thu-pisim	word-?
laikhakna	2	laikhak-na	?-NMLZ
kibuluh	2	kibul-uh	?-PL
loteng	2	lote-ng	non-X-?
kileina	2	kilei-na	?-NMLZ
sawtveipi	2	sa-wtveipi	flesh-?
khapsa	2	kha-psa	spirit-?
khahkhiatsa	2	khah-khiatsa	choke-?
irijah	2	i-rijah	1PL.INCL-?
genkhak	2	gen-khak	speak-?
nan	2	na-n	2SG-?
ngaihmuang	2	ngaih-muang	listen.II-?
gamdangah	2	gam-dangah	land-?
kerioth	2	ke-rioth	foot-?
bahgawp	2	ba-hgawp	owe-?
bangsakin	2	ba-ngsakin	owe-?
nuaimang	2	nu-aimang	mother-?
innsia	2	i-nnsia	1PL.INCL-?
hanciamnate	2	hanciamna-te	?-PL
kauhkauh	2	ka-uhka-uh	1SG-?-PL
kawmsa	2	ka-wmsa	1SG-?
ngawngzangah	2	nga-wngzangah	endure-?
lunggimnate	2	lung-gimna-te	feel-?-PL
tawpkhakna	2	tawp-khak-na	end-?-NMLZ
tanote	2	tano-te	?-PL
khepekte	2	khepek-te	?-PL
khaging	2	kha-ging	spirit-?
dingtosak	2	ding-tosak	stand-?
kaihnelh	2	ka-ihnelh	1SG-?
dumte	2	dum-te	?-PL
sitawm	2	sit-awm	cut.off-?
hihlohlam	2	hi-hlohlam	be-?
hehsuahna	2	hehsuah-na	?-NMLZ
tovang	2	to-vang	sit-?
huate	2	hua-te	?-PL
khazap	2	kha-zap	spirit-?
thulamlakte	2	thu-lamlak-te	word-?-PL
kicipna	2	kicip-na	?-NMLZ
theihnopte	2	theih-nop-te	know.II-?-PL
naisan	2	na-isan	2SG-?
zawsopin	2	za-wsopin	hear.I-?
guaihna	2	guaih-na	?-NMLZ
puanteng	2	pua-nteng	carry.on.back-?
ensak	2	en-sak	look-?
gamtatnateng	2	gamtatna-teng	kingdom-?
leengguino	2	leeng-guino	chariot-?
kikhamna	2	kikham-na	?-NMLZ
hoihnateng	2	hoih-nateng	be.good-?
pantah	2	pa-ntah	father-?
thuaksakgawp	2	thuak-sakgawp	suffer-?
tulakte	2	tulak-te	?-PL
ngatna	2	nga-t-na	endure-?-NMLZ
phawktheihna	2	phawktheih-na	?-NMLZ
mawhnateng	2	mawhna-teng	sin-?
dialkhip	2	dial-khip	call-?
innkhuam	2	i-nnkhuam	1PL.INCL-?
lettamate	2	let-tama-te	return-?-PL
siangthopa	2	siangtho-pa	holy-?
hute	2	hu-te	?-PL
galkapteng	2	galkapte-ng	soldiers-?
khuaphawk	2	khua-phawk	town-?
adangteng	2	a-dangteng	3SG-?
nusiacip	2	nusia-cip	abandon-?
mualteng	2	mu-alteng	see.I-?
siknin	2	sik-nin	repent-?
thupiangteng	2	thu-piangteng	word-?
bute	2	bu-te	?-PL
bawlsiasak	2	bawl-siasak	make-?
siatgawp	2	siat-gawp	spoil-?
ciamnuihbawl	2	ci-amnuihbawl	say-?
guamte	2	guam-te	?-PL
luhgawpin	2	lu-hgawpin	head-?
kigennate	2	kigenna-te	?-PL
puahsakkik	2	puah-sakkik	divine-?
tuuhonpi	2	tuuhon-pi	poor.person-?
hintheihna	2	hi-ntheih-na	be-?-NMLZ
tengkhawmin	2	teng-khawmin	dwell-?
ciahkhia	2	ciah-khia	return-?
lausakgawp	2	lau-sakgawp	fear-?
zahzahun	2	zah-zahun	fear-?
sahin	2	sa-hin	flesh-?
pena	2	pe-na	?-NMLZ
dangate	2	danga-te	?-PL
toto	2	tot-o	contend-?
deipi	2	dei-pi	say-?
puanunga	2	pua-nunga	carry.on.back-?
kongkhuam	2	kong-khua-m	1SG→3-town-?
kongzawlte	2	kong-za-wl-te	1SG→3-hear.I-?-PL
sasite	2	sa-si-te	flesh-?-PL
maitheih	2	mai-theih	face-?
emna	2	em-na	?-NMLZ
thuklua	2	thu-klua	word-?
cikhuk	2	ci-khuk	say-?
hito	2	hi-to	be-?
khuapihuam	2	khuapi-huam	city-?
thuthukpite	2	thu-thukpi-te	word-?-PL
daldal	2	dal-dal	hinder-?
leitungteng	2	leitung-teng	earth-?
ganhingteng	2	ganhingte-ng	animals-?
khemete	2	khem-e-te	restrain-?-PL
tamngaite	2	tamngai-te	?-PL
dawntheihna	2	dawntheih-na	?-NMLZ
parsin	2	pa-rsin	father-?
siamzaw	2	siam-zaw	be.skilled-?
ngattakin	2	nga-ttakin	endure-?
luhzo	2	lu-hzo	head-?
khantoh	2	kha-ntoh	spirit-?
sianthosakna	2	sianthosak-na	?-NMLZ
ommah	2	om-mah	exist-?
khawhsak	2	kha-whsak	spirit-?
thalawhna	2	thalawh-na	?-NMLZ
balthanggawp	2	ba-lthanggawp	owe-?
khialhnateng	2	khial-hnateng	err-?
ciingte	2	ci-ing-te	say-?-PL
keumang	2	keu-mang	dig-?
madawkte	2	madawk-te	?-PL
kiluansakna	2	kiluansak-na	?-NMLZ
meikatna	2	meikat-na	?-NMLZ
kausan	2	ka-usan	1SG-?
samat	2	sam-at	call-?
thuahkhawm	2	thu-ahkhawm	word-?
tuucinna	2	tuucin-na	?-NMLZ
gamtatsiatnate	2	gam-tatsiatna-te	land-?-PL
lutsukin	2	lut-sukin	enter-?
antan	2	a-ntan	3SG-?
cihkha	2	cih-kha	say.NOM-?
tatsia	2	tat-sia	strike-?
lunggulhgulh	2	lung-gulhgulh	feel-?
mihoihteng	2	mihoih-teng	righteous-?
gamnuam	2	gam-nuam	land-?
gunpite	2	gunpi-te	?-PL
kibangkha	2	kibang-kha	be.alike-?
bate	2	bat-e	bind-?
thuphawk	2	thupha-wk	blessing-?
theilai	2	thei-lai	know.I-?
piangsa	2	piang-sa	be.born-?
ngainuam	2	ngai-nuam	listen.I-?
itluatna	2	i-tluat-na	1PL.INCL-?-NMLZ
summeet	2	sum-meet	money-?
mangthangte	2	mangthang-te	?-PL
zinlinna	2	zi-nlin-na	wife-?-NMLZ
kumsimin	2	kum-simin	year-?
kamciamsa	2	ka-mciamsa	1SG-?
kilemsakkik	2	kilem-sakkik	prepare-?
abiud	2	a-biud	3SG-?
azor	2	a-zor	3SG-?
akhim	2	a-khim	3SG-?
matthan	2	mat-than	grasp-?
santak	2	sa-ntak	flesh-?
vanpuakte	2	va-npuak-te	go.and-?-PL
khumzang	2	khum-zang	cover-?
kahtohpih	2	ka-htohpih	1SG-?
kholhsak	2	kho-lhsak	labor-?
alsakkik	2	a-lsakkik	3SG-?
koihzaw	2	koih-zaw	put-?
puansungsilh	2	pua-nsungsilh	carry.on.back-?
hikhawm	2	hi-khawm	be-?
tungthamah	2	tung-thamah	arrive-?
lingvom	2	lin-gvom	hope-?
naksiat	2	na-ksiat	2SG-?
genzaw	2	gen-zaw	speak-?
luptheih	2	lup-theih	bow.down-?
tuikia	2	tui-kia	water-?
dingpah	2	ding-pah	stand-?
paizaw	2	pai-zaw	go-?
hingsakin	2	hi-ngsakin	be-?
kengthuah	2	ken-gthuah	only-?
kibawlsiat	2	kibawl-siat	be.done-?
sammal	2	sam-mal	call-?
itzawte	2	i-tzaw-te	1PL.INCL-?-PL
taanlawhte	2	taanlawh-te	?-PL
muhpa	2	muh-pa	see.II-?
kimawlte	2	kimawl-te	?-PL
anhai	2	a-nhai	3SG-?
khorazin	2	kho-razin	labor-?
theihsaknop	2	theih-saknop	know.II-?
mangbuhvuite	2	mangbuhvui-te	?-PL
lametet	2	lamet-et	example-?
kaihkhoppih	2	ka-ihkhoppih	1SG-?
kholteng	2	kho-lteng	labor-?
kitawphahna	2	kitawphah-na	?-NMLZ
ankungnote	2	a-nkungno-te	3SG-?-PL
sumbawlpa	2	sum-bawlpa	money-?
ngabengte	2	nga-beng-te	endure-?-PL
bawlthei	2	bawl-thei	make-?
khumsak	2	khum-sak	cover-?
hihtakpi	2	hi-htakpi	be-?
muanlah	2	mu-anlah	see.I-?
annengte	2	a-nneng-te	3SG-?-PL
omvat	2	om-vat	exist-?
thukimin	2	thu-kimin	word-?
khasiathuai	2	kha-siathuai	spirit-?
gawmsa	2	gawm-sa	seize-?
hilhzawhin	2	hilh-zawhin	teach-?
zuihzawh	2	zui-hzawh	follow-?
khotte	2	kho-t-te	labor-?-PL
uplahna	2	uplah-na	?-NMLZ
khosak	2	kho-sak	labor-?
paisanin	2	pai-sanin	go-?
kamkhat	2	ka-mkhat	1SG-?
saktheih	2	sak-theih	cause-?
akpi	2	a-kpi	3SG-?
huainuam	2	huai-nuam	dread-?
umkhialsak	2	um-khialsak	believe-?
thuakzote	2	thuak-zo-te	suffer-?-PL
zehphitna	2	zehphit-na	?-NMLZ
sapul	2	sa-pul	flesh-?
kaikhawmsak	2	ka-ikhawmsak	1SG-?
sukhawm	2	suk-hawm	make.become-?
bangcite	2	ba-ngci-te	owe-?-PL
lutkhawm	2	lut-khawm	enter-?
ngahthuah	2	ngah-thuah	get-?
zekna	2	zek-na	?-NMLZ
deihlam	2	deih-lam	want-?
hihpak	2	hi-hpak	be-?
sabakthani	2	sa-bakthani	flesh-?
paisuakpah	2	pai-suakpah	go-?
nungzuih	2	nung-zuih	live-?
damsiang	2	dam-siang	be.well-?
nakgen	2	na-kgen	2SG-?
tehno	2	teh-no	measure-?
mundangah	2	mu-ndangah	see.I-?
ngaksak	2	nga-ksak	endure-?
semsemzaw	2	sem-semzaw	serve-?
khawlpah	2	kha-wlpah	spirit-?
damlam	2	dam-lam	be.well-?
lingkawmin	2	lin-gkawmin	hope-?
khuakiim	2	khua-kiim	town-?
lutkhit	2	lut-khit	enter-?
gelhsakin	2	gelh-sakin	write-?
diktatzo	2	dik-tatzo	straight-?
sawnpaih	2	sa-wnpaih	flesh-?
thugenzia	2	thugen-zia	preach-?
pilvangin	2	pil-vangin	learn-?
khahsak	2	khah-sak	choke-?
salome	2	sa-lome	flesh-?
minnei	2	min-nei	name-?
thulian	2	thu-lian	word-?
naggai	2	na-ggai	2SG-?
semein	2	sem-ein	serve-?
neri	2	ne-ri	eat-?
addi	2	a-ddi	3SG-?
menna	2	men-na	?-NMLZ
mattatha	2	mat-tatha	grasp-?
admin	2	a-dmin	3SG-?
enos	2	en-os	look-?
hihtheihna	2	hi-htheih-na	be-?-NMLZ
gunkuangte	2	gunkuang-te	?-PL
pawisimte	2	pa-wisim-te	father-?-PL
pahtakbawl	2	pa-htakbawl	father-?
paupah	2	pau-pah	speak-?
napna	2	na-p-na	2SG-?-NMLZ
joanna	2	joan-na	?-NMLZ
kongkawcipsak	2	kong-ka-wcipsak	1SG→3-mouth-?
momaite	2	momai-te	?-PL
gawpte	2	gawp-te	?-PL
theipuam	2	thei-puam	know.I-?
minautangte	2	min-autang-te	name-?-PL
anvakna	2	a-nvak-na	3SG-?-NMLZ
dingzah	2	ding-zah	stand-?
nauzawpa	2	na-uzawpa	2SG-?
sumteng	2	sum-teng	money-?
zeekna	2	zeek-na	?-NMLZ
semkhawmzo	2	sem-khawmzo	serve-?
hingkikin	2	hi-ngkikin	be-?
kholloh	2	kho-lloh	labor-?
mainul	2	mai-nul	face-?
aptheih	2	a-ptheih	3SG-?
kipiaknate	2	kipiakna-te	?-PL
palikmangte	2	pa-likmang-te	father-?-PL
anpia	2	a-npia	3SG-?
nialkhit	2	nial-khit	argue-?
ahihkhak	2	a-hi-hkhak	3SG-be-?
kipawlte	2	kipawl-te	?-PL
buaisakna	2	buaisak-na	?-NMLZ
paradais	2	pa-radais	father-?
kitunna	2	kitun-na	?-NMLZ
nuamlua	2	nuam-lua	want-?
dingsakkik	2	ding-sakkik	stand-?
lutkikin	2	lut-kikin	enter-?
talapte	2	talap-te	?-PL
septeng	2	sep-teng	work-?
painuam	2	pai-nuam	go-?
hilhsawm	2	hilh-sawm	teach-?
battheih	2	bat-theih	bind-?
kihukna	2	kihuk-na	?-NMLZ
mainulpi	2	mai-nulpi	face-?
bawlkholh	2	bawl-kholh	make-?
pualo	2	pua-lo	carry.on.back-?
khahtheih	2	khah-theih	choke-?
muhkhit	2	muh-khit	see.II-?
enenin	2	en-enin	look-?
akeldama	2	a-ke-ldama	3SG-foot-?
barsabbas	2	ba-rsabbas	owe-?
matthias	2	mat-thias	grasp-?
kappadosia	2	ka-ppadosia	1SG-?
nekhawmin	2	nek-hawmin	eat.II-?
sawpsiangsak	2	sa-wpsiangsak	flesh-?
sapfira	2	sa-pfira	flesh-?
thusel	2	thu-sel	word-?
agabas	2	a-gabas	3SG-?
pawlmat	2	pa-wlmat	father-?
lusias	2	lu-sias	head-?
sapsa	2	sa-psa	flesh-?
pafos	2	pa-fos	father-?
bawlkhit	2	bawl-khit	make-?
pakkualte	2	pa-kkual-te	father-?-PL
attalia	2	a-ttalia	3SG-?
seppihna	2	sep-pih-na	work-?-NMLZ
nini	2	nin-i	day-?
sangthei	2	sang-thei	high-?
sawtna	2	sa-wt-na	flesh-?-NMLZ
ngaihsutzia	2	ngaihsut-zia	consider-?
kenkhrea	2	ken-khrea	only-?
siatkhak	2	siat-khak	spoil-?
kiphelna	2	kiphel-na	?-NMLZ
siattheih	2	siat-theih	spoil-?
sattatin	2	sat-tatin	strike-?
ulenaute	2	ulenau-te	?-PL
zuihzawhna	2	zui-hzawh-na	follow-?-NMLZ
ihihlam	2	i-hi-hlam	1PL.INCL-be-?
hingkhawm	2	hi-ngkhawm	be-?
kikhensakzo	2	kikhen-sakzo	separate-?
kisaizaw	2	kisai-zaw	concern-?
pianngei	2	pia-nngei	give-?
gamtazaw	2	gam-tazaw	land-?
thangtatna	2	thangtat-na	?-NMLZ
ciantakin	2	cian-takin	announce-?
sepkhoppih	2	sep-khoppih	work-?
miteite	2	mite-i-te	people-?-PL
kankhia	2	ka-nkhia	1SG-?
tuibuak	2	tui-buak	water-?
lungsimin	2	lung-simin	feel-?
khensakzaw	2	khen-sakzaw	divide-?
thuakzaw	2	thuak-zaw	suffer-?
ngamzaw	2	nga-mzaw	endure-?
paisuakzawh	2	pai-suakzawh	go-?
lungkip	2	lung-kip	feel-?
samsau	2	sam-sau	call-?
cihmawk	2	cih-mawk	say.NOM-?
khollohte	2	kho-lloh-te	labor-?-PL
laihilh	2	laih-ilh	replace-?
thutheih	2	thu-theih	word-?
namdangpi	2	na-mdangpi	2SG-?
theizaw	2	thei-zaw	know.I-?
pauzaw	2	pau-zaw	speak-?
muatthei	2	mu-atthei	see.I-?
zoptheih	2	zop-theih	join-?
semkhawmin	2	sem-khawmin	serve-?
muhnopna	2	muh-nop-na	see.II-?-NMLZ
uttawmna	2	uttawm-na	?-NMLZ
pankhia	2	pa-nkhia	father-?
kisialhpihna	2	kisialhpih-na	?-NMLZ
patun	2	pa-tun	father-?
kilangbawlna	2	kilangbawl-na	?-NMLZ
thunem	2	thu-nem	word-?
zangkhawm	2	zang-khawm	use-?
ukkhawm	2	uk-khawm	rule-?
cingtaakna	2	ci-ngtaak-na	say-?-NMLZ
semthei	2	sem-thei	serve-?
hunpha	2	hun-pha	time-?
puakzia	2	pua-kzia	carry.on.back-?
genpha	2	gen-pha	speak-?
valkhongsak	2	va-lkhongsak	go.and-?
arkhippas	2	a-rkhippas	3SG-?
kilunggulhna	2	kilunggulh-na	?-NMLZ
meidawite	2	meidawi-te	?-PL
deihlua	2	deih-lua	want-?
phuahtawmte	2	phuahtawm-te	?-PL
kisinna	2	kisin-na	?-NMLZ
puahphat	2	puah-phat	divine-?
zinleleeng	2	zi-nleleeng	wife-?
namtuam	2	na-mtuam	2SG-?
nangzote	2	na-ngzo-te	2SG-?-PL
piansakte	2	pia-nsak-te	give-?-PL
pianziate	2	pia-nzia-te	give-?-PL
sumbawlin	2	sum-bawlin	money-?
neihlai	2	neih-lai	have.II-?
smyrna	2	smyr-na	?-NMLZ
awmgak	2	a-wmgak	3SG-?
gualzote	2	gualzo-te	?-PL
tutkhawm	2	tut-khawm	sleep-?
kalkakin	2	ka-lkakin	1SG-?
cinkhit	2	ci-nkhit	say-?
kanggawp	2	ka-nggawp	1SG-?
singnamtuite	2	singnamtui-te	?-PL
alfa	2	a-lfa	3SG-?
omega	2	om-ega	exist-?
suangtawphahte	2	suangtawphah-te	?-PL
awngthawlpi	1	a-wngthawlpi	3SG-?
piangkhiasak	1	piang-khiasak	be.born-?
ciatciatin	1	ci-atciatin	say-?
kaaito	1	ka-aito	1SG-?
hiddekel	1	hi-ddekel	be-?
nakguhte	1	na-kguh-te	2SG-?-PL
naupaiina	1	na-upa-ii-na	2SG-elder-?-NMLZ
sapipi	1	sa-pipi	flesh-?
kiakte	1	kiak-te	?-PL
tuakpeuh	1	tuakpe-uh	?-PL
sawmsagihin	1	sa-wmsagihin	flesh-?
piansakin	1	pia-nsakin	give-?
samsiatsa	1	sam-siatsa	call-?
puakkhamin	1	pua-kkhamin	carry.on.back-?
pilvan	1	pil-van	learn-?
sabtah	1	sa-btah	flesh-?
akkad	1	a-kkad	3SG-?
ir	1	i-r	1PL.INCL-?
pathru	1	pa-thru	father-?
arki	1	a-rki	3SG-?
iskah	1	i-skah	1PL.INCL-?
kaihkhopsa	1	ka-ihkhopsa	1SG-?
khakhia	1	kha-khia	spirit-?
gamdung	1	gam-dung	land-?
gamvai	1	gam-vai	land-?
ashteroth	1	a-shteroth	3SG-?
enmishpat	1	en-mishpat	look-?
kadmon	1	ka-dmon	1SG-?
buangun	1	buang-un	be.confused-?
bawlpah	1	bawl-pah	make-?
bawngsa	1	ba-wngsa	owe-?
lailaina	1	lailai-na	?-NMLZ
paikhiatpihsak	1	paikhiat-pihsak	send.away-?
siatbawl	1	siat-bawl	spoil-?
zawtzawt	1	za-wtzawt	hear.I-?
makte	1	mak-te	?-PL
ciamnui	1	ci-amnui	say-?
benammi	1	benam-mi	?-NMLZ.AG
khakcipsak	1	kha-kcipsak	spirit-?
nuihzak	1	nu-ihzak	mother-?
nuihpih	1	nu-ihpih	mother-?
khaumang	1	kha-umang	spirit-?
pildash	1	pil-dash	learn-?
khaleh	1	kha-leh	spirit-?
niamsuksakin	1	ni-amsuksakin	day-?
nungaknu	1	nung-aknu	live-?
vansak	1	va-nsak	go.and-?
thenthente	1	thenthen-te	?-PL
asshurim	1	a-sshurim	3SG-?
lethusim	1	let-husim	return-?
cingkam	1	ci-ngkam	say-?
sitnah	1	sit-nah	cut.off-?
ahuzzath	1	a-huzzath	3SG-?
ngaisim	1	ngai-sim	listen.I-?
mulnei	1	mu-lnei	see.I-?
neelna	1	ne-el-na	eat-?-NMLZ
gimnamte	1	gimnam-te	?-PL
daituite	1	daitui-te	?-PL
tawplam	1	tawp-lam	end-?
sepsaksa	1	sep-saksa	work-?
khenkhiasak	1	khen-khiasak	divide-?
tuipiakna	1	tuipi-ak-na	sea-?-NMLZ
puangin	1	pua-ngin	carry.on.back-?
lakkhiatsa	1	lakkhiat-sa	snatch-?
kawkkhia	1	ka-wkkhia	1SG-?
keelpite	1	keel-pi-te	heel-?-PL
balzante	1	ba-lzan-te	owe-?-PL
supnate	1	supna-te	?-PL
nawisuk	1	na-wisuk	2SG-?
kibangmahin	1	kibang-mahin	be.alike-?
khelguh	1	khelg-uh	?-PL
kituahpih	1	kituah-pih	meet-?
lungphamawh	1	lung-phamawh	feel-?
tengsakin	1	teng-sakin	dwell-?
allonbakuth	1	a-llonbakuth	3SG-?
alvan	1	a-lvan	3SG-?
akan	1	a-ka-n	3SG-mouth-?
alvah	1	a-lvah	3SG-?
itzawkna	1	i-tzawk-na	1PL.INCL-?-NMLZ
sawmnihin	1	sa-wmnihin	flesh-?
mavansakna	1	mavansak-na	?-NMLZ
thudangte	1	thu-dang-te	word-?-PL
maimial	1	mai-mial	face-?
pakkhia	1	pa-kkhia	father-?
bomte	1	bom-te	?-PL
bawngpite	1	ba-wngpi-te	owe-?-PL
antangte	1	a-ntang-te	3SG-?-PL
kholin	1	kho-lin	labor-?
zafenath	1	za-fenath	hear.I-?
paneah	1	pa-neah	father-?
ankholna	1	a-nkhol-na	3SG-?-NMLZ
kamphen	1	ka-mphen	1SG-?
kihente	1	kihen-te	?-PL
zuihsak	1	zui-hsak	follow-?
suakmasa	1	suak-masa	become-?
ngasuk	1	nga-suk	endure-?
paisukpih	1	pai-sukpih	go-?
zifion	1	zi-fion	wife-?
arodi	1	a-rodi	3SG-?
muppim	1	mu-ppim	see.I-?
paddan	1	pa-ddan	father-?
tungtuang	1	tung-tuang	arrive-?
khenthang	1	khen-thang	divide-?
sakolno	1	sak-olno	cause-?
nungkiat	1	nung-kiat	live-?
sakhipi	1	sak-hipi	cause-?
sakhino	1	sak-hino	cause-?
tuithukna	1	tui-thuk-na	water-?-NMLZ
khawilevulh	1	kha-wilevulh	spirit-?
bakbak	1	ba-kbak	owe-?
khuatsa	1	khua-tsa	town-?
abelmizraim	1	a-belmizraim	3SG-?
domsakte	1	domsak-te	?-PL
nausuahna	1	na-usuah-na	2SG-?-NMLZ
kibatlohna	1	kibatloh-na	?-NMLZ
pawlcing	1	pa-wlcing	father-?
naucing	1	na-ucing	2SG-?
ompak	1	om-pak	exist-?
bilngongsak	1	bil-ngongsak	ear-?
mittawsak	1	mittaw-sak	blind-?
ciahkiksakin	1	ciahkik-sakin	return.again-?
bawlzah	1	bawl-zah	make-?
kitapna	1	kitap-na	?-NMLZ
sithri	1	sit-hri	cut.off-?
abiasaf	1	a-biasaf	3SG-?
meikhukte	1	meikhuk-te	?-PL
mangbuhmante	1	mangbuhman-te	?-PL
innkuanmi	1	i-nnkuan-mi	1PL.INCL-?-NMLZ.AG
innzom	1	i-nnzom	1PL.INCL-?
paisanna	1	pai-san-na	go-?-NMLZ
sihlohna	1	sih-loh-na	die-?-NMLZ
hihsakna	1	hi-hsak-na	be-?-NMLZ
kithamuanna	1	kithamuan-na	?-NMLZ
mutgawpin	1	mu-tgawpin	see.I-?
luankik	1	lu-ankik	head-?
tatkhiatsa	1	tat-khiatsa	strike-?
sabeel	1	sa-beel	flesh-?
ciltel	1	ci-ltel	say-?
mawhzonna	1	mawhzon-na	?-NMLZ
hihzia	1	hi-hzia	be-?
thuneute	1	thu-neu-te	word-?-PL
zingciang	1	zi-ngciang	wife-?
sawpsakin	1	sa-wpsakin	flesh-?
dalnate	1	dal-na-te	hinder-?-PL
vangingte	1	va-nging-te	go.and-?-PL
vakkhiatkik	1	vak-khiatkik	walk-?
damsiangsak	1	dam-siangsak	be.well-?
sumh	1	sum-h	money-?
tatolhin	1	tat-olhin	strike-?
cihzah	1	cih-zah	say.NOM-?
suksiatkhak	1	suk-siatkhak	make.become-?
suknate	1	suk-na-te	make.become-?-PL
leetkhiate	1	leetkhia-te	?-PL
thathak	1	that-hak	kill-?
kaihkhopna	1	ka-ihkhop-na	1SG-?-NMLZ
nausia	1	na-usia	2SG-?
bangpian	1	ba-ngpian	owe-?
mualvum	1	mu-alvum	see.I-?
pangkhatah	1	pa-ngkhatah	father-?
lampangte	1	lampang-te	?-PL
zawlin	1	za-wlin	hear.I-?
batsuk	1	bat-suk	bind-?
liangkaihna	1	liang-kaih-na	shine-?-NMLZ
kiphutte	1	kiphut-te	?-PL
pheituamte	1	pheituam-te	?-PL
sabakte	1	sa-bak-te	flesh-?-PL
nihta	1	ni-hta	day-?
stakte	1	stak-te	?-PL
sunna	1	sun-na	?-NMLZ
thusiate	1	thu-sia-te	word-?-PL
sawlkhop	1	sawl-khop	send-?
paikhiatosak	1	paikhiat-osak	send.away-?
tungnunna	1	tung-nun-na	arrive-?-NMLZ
paikhopna	1	pai-khop-na	go-?-NMLZ
diknopna	1	dik-nop-na	straight-?-NMLZ
hehpihnop	1	hehpih-nop	be.angry-?
tuami	1	tuam-i	promise-?
sukkhap	1	suk-khap	make.become-?
paktatsak	1	pa-ktatsak	father-?
nipikalte	1	ni-pikal-te	day-?-PL
savunte	1	sa-vun-te	flesh-?-PL
awmdalah	1	a-wmdalah	3SG-?
tukkilhte	1	tukkilh-te	?-PL
puanzep	1	pua-nzep	carry.on.back-?
valzaw	1	va-lzaw	go.and-?
luzepnate	1	lu-zepna-te	head-?-PL
sakhatin	1	sak-hatin	cause-?
beellekuangte	1	beellekuang-te	?-PL
limlangte	1	limlang-te	?-PL
biaknatau	1	biakna-tau	worship-?
siampipuante	1	siam-pipuan-te	be.skilled-?-PL
zimna	1	zi-m-na	wife-?-NMLZ
sanente	1	sa-nen-te	flesh-?-PL
baltat	1	ba-ltat	owe-?
nungguh	1	nung-g-uh	live-?-PL
lohkikna	1	lohkik-na	?-NMLZ
balnensa	1	ba-lnensa	owe-?
kihuanna	1	kihuan-na	?-NMLZ
nadangin	1	na-dangin	2SG-?
atnente	1	a-tnen-te	3SG-?-PL
bilteepte	1	bil-teep-te	ear-?-PL
nen	1	ne-n	eat-?
nenin	1	ne-nin	eat-?
katlup	1	ka-tlup	1SG-?
sakikh	1	sak-ikh	cause-?
musan	1	mu-san	see.I-?
vakang	1	vak-ang	walk-?
ngaltak	1	nga-ltak	endure-?
khuangbai	1	khua-ngbai	town-?
savokphual	1	sa-vokphual	flesh-?
innhikpi	1	i-nnhikpi	1PL.INCL-?
tangteuh	1	tangte-uh	?-PL
ippi	1	i-ppi	1PL.INCL-?
kangsakin	1	ka-ngsakin	1SG-?
luisa	1	lu-isa	head-?
tol	1	to-l	sit-?
puankekte	1	pua-nkek-te	carry.on.back-?-PL
velkik	1	ve-lkik	do-?
mualh	1	mu-alh	see.I-?
innkongah	1	i-nnkongah	1PL.INCL-?
kizutnate	1	kizutna-te	?-PL
ninsakkha	1	ninsak-kha	strengthen-?
saanin	1	sa-anin	flesh-?
sabetna	1	sa-bet-na	flesh-?-NMLZ
mawhpihna	1	mawhpih-na	?-NMLZ
hingsuan	1	hi-ngsuan	be-?
pawikhawm	1	pa-wikhawm	father-?
lupkhoppih	1	lup-khoppih	bow.down-?
thukanna	1	thu-kan-na	word-?-NMLZ
maisiatin	1	mai-siatin	face-?
khialnu	1	khial-nu	err-?
nutate	1	nu-ta-te	mother-?-PL
lumkhawmin	1	lum-khawmin	warm-?
nawlhui	1	na-wlhui	2SG-?
maihem	1	mai-hem	face-?
balgawpte	1	ba-lgawp-te	owe-?-PL
tomluate	1	to-mlua-te	sit-?-PL
ciltangte	1	ci-ltang-te	say-?-PL
anpalin	1	a-npalin	3SG-?
singhiangpite	1	singhiangpi-te	?-PL
gialhekte	1	gialhek-te	?-PL
tensakna	1	tensak-na	?-NMLZ
kisuzante	1	kisuzan-te	?-PL
anlui	1	a-nlui	3SG-?
anthak	1	a-nthak	3SG-?
neihsuak	1	neih-suak	have.II-?
tatsak	1	tat-sak	strike-?
tatkikzawh	1	tat-kikzawh	strike-?
tuatna	1	tuat-na	?-NMLZ
anluite	1	a-nlui-te	3SG-?-PL
