lexeme_id	form_i	form_ii	gloss	alternation_type	source_henderson	source_zam_ngaih_cing	source_vsa_questionnaire	source_analyzer_inventory	source_bible_audit	source_project_review	source_notes	lexical_category	category_evidence	form_i_bible_attested	form_ii_bible_attested	form_i_clean_token_count	form_ii_clean_token_count	form_i_family_count	form_ii_family_count	clean_verb_form_i_count	clean_verb_form_ii_count	best_form_i_examples	best_form_ii_examples	best_clean_verb_form_i_examples	best_clean_verb_form_ii_examples	nominalized_examples	dependent_temporal_examples	purpose_examples	relative_or_attributive_examples	negative_examples	finite_predicate_examples	derived_or_causative_examples	compound_or_lexicalized_examples	homophone_or_noise_notes	bible_attestation_profile	lexical_pair_status	recommended_grammar_treatment	print_example_status	promotion_status	promotion_blocker	notes
nusia-nusiat	nusia	nusiat	abandon	+t	no	no	no	yes	yes	yes	This pair is discussed in current project review materials.	lexical_verb	POS profile V:260, FUNC:92, N:74; clean verbal exact rows I=172, II=0. Exact verbal evidence survives after lexical-category filtering.	yes	yes	172	50	370	56	172	0	Genesis 2:24 `nusia-in` [finite_main_or_matrix; print_usable_with_caveat]; Zechariah 11:17 `nusia` [finite_main_or_matrix; needs_analyzer_review]; Titus 1:5 `nusia` [finite_main_or_matrix; needs_analyzer_review]	Deuteronomy 2:14 `nusiat` [clause_linking_kipan; print_usable_with_caveat]; Psalms 49:10 `nusiat` [finite_main_or_matrix; needs_analyzer_review]; Joshua 24:16 `nusiat` [finite_main_or_matrix; needs_analyzer_review]	Zechariah 11:17 `nusia` [finite_main_or_matrix; needs_analyzer_review]; Titus 1:5 `nusia` [finite_main_or_matrix; needs_analyzer_review]; Ruth 2:16 `nusia` [finite_main_or_matrix; needs_analyzer_review]			Deuteronomy 2:14 `nusiat` [clause_linking_kipan; print_usable_with_caveat]; 2 Samuel 19:19 `nusiat` [dependent_temporal_ni_in; needs_analyzer_review]	Numbers 10:2 `nusiat` [purpose_nadingin; needs_analyzer_review]; Daniel 4:26 `nusiat` [purpose_nadingin; needs_analyzer_review]	Jeremiah 43:6 `nusiat` [relative_or_attributive_mi; needs_analyzer_review]; Jeremiah 41:10 `kinusia` [relative_or_attributive_mi; needs_analyzer_review]	Zephaniah 3:3 `nusia` [negative_clause; needs_analyzer_review]; Ruth 2:8 `nusia` [negative_clause; needs_analyzer_review]	Genesis 2:24 `nusia-in` [finite_main_or_matrix; print_usable_with_caveat]; Zephaniah 3:6 `kinusia` [finite_main_or_matrix; needs_analyzer_review]	Zephaniah 3:6 `kinusiacipsak` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes kinusiacipsak.	both_forms_cleanly_attested	likely_pair	ordinary_inventory_entry	print_usable_with_caveat	promote_with_caveat	none	
om-om	om	om	exist/stay	other / irregular / uncertain	no	no	yes	no	yes	no	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *om-I/*om-II -> om/om. The questionnaire uses the same written form in both slots. Analyzer inventory also maps the same Form I base to om-omh.	same_form_questionnaire_control	POS profile ADJ:5045, V:9; clean verbal exact rows I=9, II=0. Bible hits confirm the questionnaire control form, but not an overt written alternation.	yes	no	5054	0	5054	0	9	0	Zephaniah 3:13 `om` [finite_main_or_matrix; needs_analyzer_review]; Zephaniah 3:13 `om` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 6:14 `om` [finite_main_or_matrix; needs_analyzer_review]		Psalms 46:10 `“Om` [finite_main_or_matrix; needs_analyzer_review]; Ezekiel 47:16 `om)` [finite_main_or_matrix; needs_analyzer_review]; Jeremiah 37:17 `“Om` [negative_clause; needs_analyzer_review]			Proverbs 25:6 `om` [dependent_temporal_ciangin; needs_analyzer_review]; Numbers 11:25 `om` [dependent_temporal_ciangin; needs_analyzer_review]	Psalms 85:9 `om` [purpose_nadingin; needs_analyzer_review]; Psalms 68:18 `om` [purpose_nadingin; needs_analyzer_review]	Titus 3:15 `om` [relative_or_attributive_mi; needs_analyzer_review]; Revelation 3:10 `om` [relative_or_attributive_mi; needs_analyzer_review]	Zephaniah 3:6 `om` [negative_clause; needs_analyzer_review]; Zephaniah 3:15 `om` [negative_clause; needs_analyzer_review]	Zephaniah 3:13 `om` [finite_main_or_matrix; needs_analyzer_review]; Zephaniah 3:13 `om` [finite_main_or_matrix; needs_analyzer_review]			Questionnaire uses a same-form mapping, so Bible tokens do not independently prove a distinct written Form II.	form_i_only_attested	questionnaire_pair_bible_one_sided	mention_as_literature_or_questionnaire_only	needs_analyzer_review	mention_as_questionnaire_control	same_written_form_no_overt_alternation	Shared Form I base with om-omh. Questionnaire keeps the same written form in both slots, so this row is treated as Form I only for Bible-attestation purposes. Only one stem side is currently attested cleanly in the Bible corpus.
om-omh	om	omh	exist	+h	no	no	no	yes	yes	no		auxiliary_or_functional_verb	POS profile ADJ:5045, V:1155, N:464; clean verbal exact rows I=2263, II=0. The pair behaves mainly as copular, quotative, existential, or otherwise functional material.	yes	no	5054	0	6674	0	2263	0	Zephaniah 3:13 `om` [finite_main_or_matrix; needs_analyzer_review]; Zephaniah 3:13 `om` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 6:14 `om` [finite_main_or_matrix; needs_analyzer_review]		Zephaniah 3:13 `om` [finite_main_or_matrix; needs_analyzer_review]; Zephaniah 3:13 `om` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 6:14 `om` [finite_main_or_matrix; needs_analyzer_review]		Zephaniah 2:15 `omna` [nominalized_na; needs_analyzer_review]; Zechariah 8:23 `ompihna` [nominalized_na; needs_analyzer_review]	Proverbs 25:6 `om` [dependent_temporal_ciangin; needs_analyzer_review]; Numbers 11:25 `om` [dependent_temporal_ciangin; needs_analyzer_review]	Psalms 85:9 `om` [purpose_nadingin; needs_analyzer_review]; Psalms 68:18 `om` [purpose_nadingin; needs_analyzer_review]	Titus 3:15 `om` [relative_or_attributive_mi; needs_analyzer_review]; Revelation 3:10 `om` [relative_or_attributive_mi; needs_analyzer_review]	Zephaniah 3:6 `om` [negative_clause; needs_analyzer_review]; Zephaniah 3:15 `om` [negative_clause; needs_analyzer_review]	Zephaniah 3:5 `omin` [finite_main_or_matrix; needs_analyzer_review]; Zephaniah 3:17 `ompih` [finite_main_or_matrix; needs_analyzer_review]	Ruth 4:14 `omsak` [causative_or_derivational_sak; exclude_for_now]; Romans 4:17 `omsak` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes omsak, omsakkik, omsakin, ki-omsak.	form_i_only_attested	analyzer_pair_needs_review	discuss_under_lexicalized_or_excluded_forms	needs_analyzer_review	block_from_verb_inventory_pending_review	no_clean_form_ii_verb_example	Only one stem side is currently attested cleanly in the Bible corpus.
pai-pai	pai	pai	go	other / irregular / uncertain	no	yes	yes	no	yes	no	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *pai-I/*pai-II -> pai/pai. The questionnaire uses the same written form in both slots. Analyzer inventory also maps the same Form I base to pai-paih. `source_zam_ngaih_cing=yes` means the in-repo literature review aligns this pair directly to Zam Ngaih Cing; it does not claim an exhaustive extracted Stem 1/2 list.	same_form_questionnaire_control	POS profile V:2387; clean verbal exact rows I=2371, II=0. Bible hits confirm the questionnaire control form, but not an overt written alternation.	yes	no	2387	0	2387	0	2371	0	Zephaniah 1:6 `pai` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 9:9 `pai` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 9:9 `pai` [finite_main_or_matrix; needs_analyzer_review]		Zephaniah 1:6 `pai` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 9:9 `pai` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 9:9 `pai` [finite_main_or_matrix; needs_analyzer_review]			Revelation 1:7 `pai` [dependent_temporal_ciangin; needs_analyzer_review]; Psalms 73:17 `pai` [dependent_temporal_ciangin; needs_analyzer_review]	Revelation 13:8 `pai` [purpose_nadingin; needs_analyzer_review]; Psalms 56:13 `pai` [purpose_nadingin; needs_analyzer_review]	Zechariah 14:21 `pai` [relative_or_attributive_mi; needs_analyzer_review]; Psalms 80:12 `pai` [relative_or_attributive_mi; needs_analyzer_review]	Zechariah 14:19 `pai` [negative_clause; needs_analyzer_review]; Zechariah 14:18 `pai` [negative_clause; needs_analyzer_review]	Zephaniah 1:6 `pai` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 9:9 `pai` [finite_main_or_matrix; needs_analyzer_review]			Questionnaire uses a same-form mapping, so Bible tokens do not independently prove a distinct written Form II.	form_i_only_attested	questionnaire_pair_bible_one_sided	mention_as_literature_or_questionnaire_only	needs_analyzer_review	mention_as_questionnaire_control	same_written_form_no_overt_alternation	Shared Form I base with pai-paih. Questionnaire keeps the same written form in both slots, so this row is treated as Form I only for Bible-attestation purposes. Only one stem side is currently attested cleanly in the Bible corpus.
pai-paih	pai	paih	go	+h	no	no	no	yes	yes	no		analyzer_only_uncertain	POS profile V:4842, FUNC:864, N:82; clean verbal exact rows I=2371, II=2. The analyzer proposes the pair, but the Bible evidence still needs philological review.	yes	yes	2387	2	5736	63	2371	2	Zephaniah 1:6 `pai` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 9:9 `pai` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 9:9 `pai` [finite_main_or_matrix; needs_analyzer_review]	Job 9:34 `paih` [finite_main_or_matrix; needs_analyzer_review]; Isaiah 2:19 `paih` [finite_main_or_matrix; needs_analyzer_review]; Psalms 44:17 `paihdak` [finite_main_or_matrix; needs_analyzer_review]	Zephaniah 1:6 `pai` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 9:9 `pai` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 9:9 `pai` [finite_main_or_matrix; needs_analyzer_review]	Job 9:34 `paih` [finite_main_or_matrix; needs_analyzer_review]; Isaiah 2:19 `paih` [finite_main_or_matrix; needs_analyzer_review]	Ruth 3:14 `paina` [nominalized_na; needs_analyzer_review]; Ruth 2:12 `paina` [nominalized_na; needs_analyzer_review]	Revelation 1:7 `pai` [dependent_temporal_ciangin; needs_analyzer_review]; Psalms 73:17 `pai` [dependent_temporal_ciangin; needs_analyzer_review]	Romans 11:22 `paisuak` [purpose_nadingin; needs_analyzer_review]; Revelation 13:8 `pai` [purpose_nadingin; needs_analyzer_review]	Zechariah 14:21 `pai` [relative_or_attributive_mi; needs_analyzer_review]; Psalms 80:12 `pai` [relative_or_attributive_mi; needs_analyzer_review]	Zechariah 14:19 `pai` [negative_clause; needs_analyzer_review]; Zechariah 14:18 `painop` [negative_clause; needs_analyzer_review]	Zephaniah 1:6 `pai` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 9:9 `pai` [finite_main_or_matrix; needs_analyzer_review]	Zephaniah 3:18 `paihkhiatsak` [causative_or_derivational_sak; exclude_for_now]; Zechariah 9:4 `paihsak` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes paisak, paikhiasak, daupaisak, paihkhiatsak.	both_forms_cleanly_attested	likely_pair	discuss_under_nominalization_or_dependent_clauses	needs_analyzer_review	mention_in_inventory_only	needs_manual_philological_review	
pia-piak	pia	piak	give	+k	no	no	yes	yes	yes	yes	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *pia-I/*piak-II -> pia/piak. This pair is discussed in current project review materials.	lexical_verb	POS profile V:3351, N:517, FUNC:189; clean verbal exact rows I=2183, II=789. Exact verbal evidence survives after lexical-category filtering.	yes	yes	2189	795	2832	1315	2183	789	Genesis 3:12 `pia` [finite_main_or_matrix; print_usable_with_caveat]; Zephaniah 3:19 `pia` [finite_main_or_matrix; needs_analyzer_review]; Zephaniah 1:9 `pia` [finite_main_or_matrix; needs_analyzer_review]	Genesis 3:12 `piak` [finite_main_or_matrix; print_usable_with_caveat]; Genesis 4:5 `piakna` [nominalized_na; print_usable_with_caveat]; Zechariah 8:15 `piak` [finite_main_or_matrix; needs_analyzer_review]	Genesis 3:12 `pia` [finite_main_or_matrix; print_usable_with_caveat]; Zephaniah 3:19 `pia` [finite_main_or_matrix; needs_analyzer_review]; Zephaniah 1:9 `pia` [finite_main_or_matrix; needs_analyzer_review]	Genesis 3:12 `piak` [finite_main_or_matrix; print_usable_with_caveat]; Zechariah 8:15 `piak` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 6:11 `piak` [finite_main_or_matrix; needs_analyzer_review]	Genesis 4:5 `piakna` [nominalized_na; print_usable_with_caveat]; Zechariah 9:12 `piakna` [nominalized_na; needs_analyzer_review]	Romans 3:5 `piak` [dependent_temporal_ciangin; needs_analyzer_review]; Psalms 53:6 `piakkik` [dependent_temporal_ciangin; needs_analyzer_review]	Zechariah 14:21 `pia` [purpose_nadingin; needs_analyzer_review]; Romans 12:14 `piak` [purpose_nadingin; needs_analyzer_review]	Psalms 49:7 `piazo` [relative_or_attributive_mi; needs_analyzer_review]; Proverbs 19:6 `piak` [relative_or_attributive_mi; needs_analyzer_review]	Zechariah 11:5 `kipia` [negative_clause; needs_analyzer_review]; Romans 4:4 `piakkhongin` [negative_clause; needs_analyzer_review]	Genesis 3:12 `piak` [finite_main_or_matrix; print_usable_with_caveat]; Genesis 3:12 `pia` [finite_main_or_matrix; print_usable_with_caveat]	Psalms 90:2 `kipiansak` [causative_or_derivational_sak; exclude_for_now]; Psalms 35:19 `kipiasak` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes kipiasak, kipiansak, kipialsak.	both_forms_cleanly_attested	established_pair	ordinary_inventory_entry	print_usable_with_caveat	promote_with_caveat	none	
piang-pian	piang	pian	be.born	-ng > -n	no	no	yes	no	yes	yes	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *piang-I/*pian-II -> piang/pian. Present in the publication-review packet, but absent from VERB_STEM_PAIRS. This pair is discussed in current project review materials.	lexical_verb	POS profile V:680, N:182, PRON:28; clean verbal exact rows I=315, II=28. Exact verbal evidence survives after lexical-category filtering.	yes	yes	316	54	389	252	315	28	Zephaniah 2:15 `piang` [finite_main_or_matrix; dossier_only]; Zechariah 8:12 `piang` [finite_main_or_matrix; dossier_only]; Zechariah 6:15 `piang` [finite_main_or_matrix; dossier_only]	Zechariah 14:7 `pian` [finite_main_or_matrix; dossier_only]; Matthew 26:54 `pian` [finite_main_or_matrix; dossier_only]; Luke 21:7 `pian` [finite_main_or_matrix; dossier_only]	Zephaniah 2:15 `piang` [finite_main_or_matrix; dossier_only]; Zechariah 8:12 `piang` [finite_main_or_matrix; dossier_only]; Zechariah 6:15 `piang` [finite_main_or_matrix; dossier_only]	Matthew 26:54 `pian` [finite_main_or_matrix; dossier_only]; Luke 21:7 `pian` [finite_main_or_matrix; dossier_only]; Luke 21:28 `pian` [finite_main_or_matrix; dossier_only]	Zechariah 13:3 `pianna` [nominalized_na; dossier_only]; Song of Solomon 8:5 `pianna` [nominalized_na; dossier_only]	Zechariah 2:9 `pian` [dependent_temporal_ciangin; dossier_only]; Matthew 2:17 `pian` [dependent_temporal_ciangin; dossier_only]	Romans 3:8 `pian` [purpose_nadingin; dossier_only]; Romans 3:17 `pian` [purpose_nadingin; dossier_only]	John 3:31 `piang` [relative_or_attributive_mi; dossier_only]	Romans 2:13 `piang` [negative_clause; dossier_only]; Romans 1:20 `pianzia` [negative_clause; dossier_only]	Zephaniah 2:15 `piang` [finite_main_or_matrix; dossier_only]; Zechariah 8:12 `piang` [finite_main_or_matrix; dossier_only]	Romans 1:20 `piansak` [causative_or_derivational_sak; exclude_for_now]; Romans 14:15 `piansak` [causative_or_derivational_sak; exclude_for_now]		`piangsak` and related derived rows must not be counted as clean bare Form II evidence. Blocked noisy material includes piangsak, piansak, piangsakin, kipiansakna.	both_forms_cleanly_attested	likely_pair	discuss_under_nominalization_or_dependent_clauses	dossier_only	promote_with_caveat	needs_manual_philological_review	
pua-puah	pua	puah	bet	+h	no	no	no	yes	yes	no		analyzer_only_uncertain	POS profile V:111, N:6, PROP:4; clean verbal exact rows I=0, II=63. The analyzer proposes the pair, but the Bible evidence still needs philological review.	no	yes	0	67	0	123	0	63		Nehemiah 3:9 `puah` [finite_main_or_matrix; needs_analyzer_review]; Nehemiah 3:8 `puah` [finite_main_or_matrix; needs_analyzer_review]; Nehemiah 3:8 `puah` [finite_main_or_matrix; needs_analyzer_review]		Nehemiah 3:9 `puah` [finite_main_or_matrix; needs_analyzer_review]; Nehemiah 3:8 `puah` [finite_main_or_matrix; needs_analyzer_review]; Nehemiah 3:8 `puah` [finite_main_or_matrix; needs_analyzer_review]	Esther 2:12 `kipuahna` [nominalized_na; needs_analyzer_review]; Acts 24:2 `puahphatna` [nominalized_na; needs_analyzer_review]	Exodus 30:7 `puah` [dependent_temporal_ciangin; needs_analyzer_review]; 2 Kings 12:6 `puah` [clause_linking_kipan; needs_analyzer_review]	Nehemiah 2:5 `puahphatkik` [purpose_nadingin; needs_analyzer_review]; Isaiah 58:12 `puahkik` [purpose_nadingin; needs_analyzer_review]		Leviticus 25:5 `kipuah` [negative_clause; needs_analyzer_review]; 2 Samuel 19:24 `puah` [negative_clause; needs_analyzer_review]	Titus 1:5 `puahphat` [finite_main_or_matrix; needs_analyzer_review]; Nehemiah 3:9 `puah` [finite_main_or_matrix; needs_analyzer_review]	Romans 12:2 `kipuahphasak` [causative_or_derivational_sak; exclude_for_now]; Ezekiel 36:34 `puahsakkik` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes puahsak, puahsakkik, kipuahphasak.	form_ii_only_attested	analyzer_pair_needs_review	omit_pending_evidence	needs_analyzer_review	discuss_as_difficult_case	analyzer_pair_only	Shared Form I base with pua-puak. Only one stem side is currently attested cleanly in the Bible corpus.
pua-puak	pua	puak	spill / carry.on.back	+k	no	no	yes	yes	yes	no	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *pua-I/*puak-II -> pua/puak. Analyzer inventory also maps the same Form I base to pua-puah. Questionnaire gloss `carry.on.back` and analyzer gloss `spill` differ.	lexicalized_or_category_mixed	POS profile V:559, FUNC:90, N:24; clean verbal exact rows I=148, II=239. The family mixes lexicalized, derivational, or category-shifting material. Clean exact verbal rows still survive apart from the blocked family material.	yes	yes	151	239	317	357	148	239	Song of Solomon 7:1 `pua` [finite_main_or_matrix; needs_analyzer_review]; Revelation 3:1 `pua` [finite_main_or_matrix; needs_analyzer_review]; Revelation 17:7 `pua` [finite_main_or_matrix; needs_analyzer_review]	Zephaniah 3:10 `puak` [finite_main_or_matrix; needs_analyzer_review]; Zephaniah 1:10 `puak` [finite_main_or_matrix; needs_analyzer_review]; Romans 15:29 `puak` [finite_main_or_matrix; needs_analyzer_review]	Song of Solomon 7:1 `pua` [finite_main_or_matrix; needs_analyzer_review]; Revelation 3:1 `pua` [finite_main_or_matrix; needs_analyzer_review]; Revelation 17:7 `pua` [finite_main_or_matrix; needs_analyzer_review]	Zephaniah 3:10 `puak` [finite_main_or_matrix; needs_analyzer_review]; Zephaniah 1:10 `puak` [finite_main_or_matrix; needs_analyzer_review]; Romans 15:29 `puak` [finite_main_or_matrix; needs_analyzer_review]	Nehemiah 13:15 `puakna` [nominalized_na; needs_analyzer_review]; Jeremiah 1:7 `puakna` [nominalized_na; needs_analyzer_review]	Obadiah 1:11 `puakkhiat` [dependent_temporal_ni_in; needs_analyzer_review]; Numbers 4:24 `puak` [dependent_temporal_ciangin; needs_analyzer_review]	Romans 15:25 `puak` [purpose_nadingin; needs_analyzer_review]; Psalms 38:4 `puak` [purpose_nadingin; needs_analyzer_review]	Psalms 126:6 `pua` [relative_or_attributive_mi; needs_analyzer_review]; Mark 13:6 `pua-in` [possessed_or_genitive_attributive; needs_analyzer_review]	Proverbs 13:1 `pua` [negative_clause; needs_analyzer_review]; Matthew 16:8 `puak` [negative_clause; needs_analyzer_review]	Zephaniah 3:10 `puak` [finite_main_or_matrix; needs_analyzer_review]; Zephaniah 1:10 `puak` [finite_main_or_matrix; needs_analyzer_review]	Psalms 49:11 `puaksak` [causative_or_derivational_sak; exclude_for_now]; Matthew 5:41 `puaksak` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes puasak, puaksak, puasakkik, puazosak. Questionnaire glosses this base as 'carry.on.back', while the analyzer gloss is 'spill'.	both_forms_cleanly_attested	established_pair	discuss_under_nominalization_or_dependent_clauses	needs_analyzer_review	discuss_as_difficult_case	homophone_risk	Shared Form I base with pua-puah.
rin-rin	rin	rin	believe/trust	other / irregular / uncertain	no	no	yes	no	no	no	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *rin-I/*rin-II -> rin/rin. The questionnaire uses the same written form in both slots.	same_form_questionnaire_control	POS profile none; clean verbal exact rows I=0, II=0. Bible hits confirm the questionnaire control form, but not an overt written alternation.	no	no	0	0	0	0	0	0													Questionnaire uses a same-form mapping, so Bible tokens do not independently prove a distinct written Form II.	not_attested_in_bible	analyzer_pair_needs_review	mention_as_literature_or_questionnaire_only	needs_analyzer_review	mention_as_questionnaire_control	same_written_form_no_overt_alternation	Questionnaire keeps the same written form in both slots, so this row is treated as Form I only for Bible-attestation purposes.
sak-sak	sak	sak	build/cause	other / irregular / uncertain	no	no	yes	no	yes	no	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *sak-I/*sak-II -> sak/sak. The questionnaire uses the same written form in both slots.	same_form_questionnaire_control	POS profile V:219; clean verbal exact rows I=0, II=0. Bible hits confirm the questionnaire control form, but not an overt written alternation.	yes	no	0	0	219	0	0	0	Zechariah 11:13 `sak` [causative_or_derivational_sak; exclude_for_now]; Zechariah 11:12 `sak` [causative_or_derivational_sak; exclude_for_now]; Zechariah 11:12 `sak` [causative_or_derivational_sak; exclude_for_now]										Zechariah 11:13 `sak` [causative_or_derivational_sak; exclude_for_now]; Zechariah 11:12 `sak` [causative_or_derivational_sak; exclude_for_now]		Questionnaire uses a same-form mapping, so Bible tokens do not independently prove a distinct written Form II. Blocked noisy material includes sak.	only_noisy_or_lexicalized_attested	homophone_or_noise_only	mention_as_literature_or_questionnaire_only	needs_analyzer_review	mention_as_questionnaire_control	same_written_form_no_overt_alternation	Questionnaire keeps the same written form in both slots, so this row is treated as Form I only for Bible-attestation purposes. Current Bible evidence is limited to noisy, lexicalized, or heavily derived material.
sawlkhia-sawlkhiat	sawlkhia	sawlkhiat	send.forth	+t	no	no	no	yes	yes	no		lexical_verb	POS profile V:42, FUNC:2; clean verbal exact rows I=36, II=3. Exact verbal evidence survives after lexical-category filtering.	yes	yes	36	3	40	4	36	3	Psalms 43:3 `sawlkhia` [finite_main_or_matrix; needs_analyzer_review]; Matthew 10:16 `sawlkhia` [finite_main_or_matrix; needs_analyzer_review]; Mark 6:7 `sawlkhia` [finite_main_or_matrix; needs_analyzer_review]	Luke 22:35 `sawlkhiat` [finite_main_or_matrix; needs_analyzer_review]; Exodus 12:33 `sawlkhiat` [finite_main_or_matrix; needs_analyzer_review]; 1 Samuel 20:13 `sawlkhiat` [negative_clause; needs_analyzer_review]	Psalms 43:3 `sawlkhia` [finite_main_or_matrix; needs_analyzer_review]; Matthew 10:16 `sawlkhia` [finite_main_or_matrix; needs_analyzer_review]; Mark 6:7 `sawlkhia` [finite_main_or_matrix; needs_analyzer_review]	Luke 22:35 `sawlkhiat` [finite_main_or_matrix; needs_analyzer_review]; Exodus 12:33 `sawlkhiat` [finite_main_or_matrix; needs_analyzer_review]; 1 Samuel 20:13 `sawlkhiat` [negative_clause; needs_analyzer_review]	2 Samuel 13:16 `sawlkhiatna` [nominalized_na; needs_analyzer_review]				Jeremiah 23:21 `sawlkhia` [negative_clause; needs_analyzer_review]; Genesis 31:42 `sawlkhia` [negative_clause; needs_analyzer_review]	Revelation 5:6 `kisawlkhia` [finite_main_or_matrix; needs_analyzer_review]; Psalms 43:3 `sawlkhia` [finite_main_or_matrix; needs_analyzer_review]				both_forms_cleanly_attested	likely_pair	discuss_under_nominalization_or_dependent_clauses	needs_analyzer_review	promote_with_caveat	needs_manual_philological_review	
si-sit	si	sit	die	+t	unverified	no	yes	no	yes	no	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *sih-I/*sit-II -> si/sit. Henderson is only indirectly aligned to this pair in current project materials, not through a direct in-repo Tedim pair list.	analyzer_only_uncertain	POS profile V:862; clean verbal exact rows I=836, II=20. The analyzer proposes the pair, but the Bible evidence still needs philological review.	yes	yes	842	20	842	20	836	20	Zephaniah 1:11 `si` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 9:7 `si` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 14:8 `Si` [finite_main_or_matrix; needs_analyzer_review]	Matthew 10:18 `sit` [finite_main_or_matrix; needs_analyzer_review]; Luke 23:14 `sit` [finite_main_or_matrix; needs_analyzer_review]; Luke 19:22 `sit` [finite_main_or_matrix; needs_analyzer_review]	Zephaniah 1:11 `si` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 9:7 `si` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 14:8 `Si` [finite_main_or_matrix; needs_analyzer_review]	Matthew 10:18 `sit` [finite_main_or_matrix; needs_analyzer_review]; Luke 23:14 `sit` [finite_main_or_matrix; needs_analyzer_review]; Luke 19:22 `sit` [finite_main_or_matrix; needs_analyzer_review]			Romans 4:25 `si` [purpose_nadingin; needs_analyzer_review]; Psalms 102:18 `si` [purpose_nadingin; needs_analyzer_review]	Numbers 16:49 `si` [relative_or_attributive_mi; needs_analyzer_review]; Judges 16:30 `si` [relative_or_attributive_mi; needs_analyzer_review]	Romans 7:9 `si` [negative_clause; needs_analyzer_review]; Romans 14:7 `si` [negative_clause; needs_analyzer_review]	Zephaniah 1:11 `si` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 9:7 `si` [finite_main_or_matrix; needs_analyzer_review]				both_forms_cleanly_attested	established_pair	discuss_under_nominalization_or_dependent_clauses	needs_analyzer_review	mention_in_inventory_only	needs_manual_philological_review	
